,Unnamed: 0,qt_title,qt_content,ans_content
411,411,아두이노 우노보드 하나에 액추에이터(혹은 모터)한 개와 수압센서(MS5540)를 동시에 연결 가능할 까요?,"수압센서에서 특정 수압 이상으로 측정되면 액추에이터 혹은 모터가 작동되도록 코딩하려고 합니다. 그런데 연결은 어떻게 해야할지 코딩은 어떻게 해야할 지 잘 모르겠네요. 수압센서 코드는 구글링했는데 이제 연결하는게 두 개(모터 혹은 액추에이터와 수압센서)라 같은 한 개의 우노보드에 연결이 될까요?

그리고 코드를 이제 합쳐야하는데, 이 코드에서 특정 수압이 되면 액추에이터 작동을 원한다면 수압은 PCOMP를 가지고 
if POCOMP>= 수압
하고 액추에이터 코딩 집어 넣으면 될까요?
// 수압센서(MS5540)
#include <SPI.h>
// generate a MCKL signal pin
 const int clock = 9;
void resetsensor() //this function keeps the sketch a little shorter
{
  SPI.setDataMode(SPI_MODE0);
  SPI.transfer(0x15);
  SPI.transfer(0x55);
  SPI.transfer(0x40);
}
void setup() {
  Serial.begin(9600);
  SPI.begin(); //see SPI library details on arduino.cc for details
  SPI.setBitOrder(MSBFIRST);
  SPI.setClockDivider(SPI_CLOCK_DIV32); //divide 16 MHz to communicate on 500 kHz
  pinMode(clock, OUTPUT);
  delay(100);
}
void loop()
{
  TCCR1B = (TCCR1B & 0xF8) | 1 ; //generates the MCKL signal
  analogWrite (clock, 128) ;
  resetsensor(); //resets the sensor - caution: afterwards mode = SPI_MODE0!
  //Calibration word 1
  unsigned int result1 = 0;
  unsigned int inbyte1 = 0;
  SPI.transfer(0x1D); //send first byte of command to get calibration word 1
  SPI.transfer(0x50); //send second byte of command to get calibration word 1
  SPI.setDataMode(SPI_MODE1); //change mode in order to listen
  result1 = SPI.transfer(0x00); //send dummy byte to read first byte of word
  result1 = result1 << 8; //shift returned byte
  inbyte1 = SPI.transfer(0x00); //send dummy byte to read second byte of word
  result1 = result1 | inbyte1; //combine first and second byte of word
  Serial.print(""Calibration word 1 = "");
  Serial.print(result1,HEX);
  Serial.print("" ""); 
  Serial.println(result1); 
  resetsensor(); //resets the sensor
  //Calibration word 2; see comments on calibration word 1
  unsigned int result2 = 0;
  byte inbyte2 = 0;
  SPI.transfer(0x1D);
  SPI.transfer(0x60);
  SPI.setDataMode(SPI_MODE1);
  result2 = SPI.transfer(0x00);
  result2 = result2 <<8;
  inbyte2 = SPI.transfer(0x00);
  result2 = result2 | inbyte2;
  Serial.print(""Calibration word 2 = "");
  Serial.print(result2,HEX); 
  Serial.print("" ""); 
  Serial.println(result2); 
  resetsensor(); //resets the sensor
  //Calibration word 3; see comments on calibration word 1
  unsigned int result3 = 0;
  byte inbyte3 = 0;
  SPI.transfer(0x1D);
  SPI.transfer(0x90);
  SPI.setDataMode(SPI_MODE1);
  result3 = SPI.transfer(0x00);
  result3 = result3 <<8;
  inbyte3 = SPI.transfer(0x00);
  result3 = result3 | inbyte3;
  Serial.print(""Calibration word 3 = "");
  Serial.print(result3,HEX); 
  Serial.print("" ""); 
  Serial.println(result3); 
  resetsensor(); //resets the sensor
  //Calibration word 4; see comments on calibration word 1
  unsigned int result4 = 0;
  byte inbyte4 = 0;
  SPI.transfer(0x1D);
  SPI.transfer(0xA0);
  SPI.setDataMode(SPI_MODE1);
  result4 = SPI.transfer(0x00);
  result4 = result4 <<8;
  inbyte4 = SPI.transfer(0x00);
  result4 = result4 | inbyte4;
  Serial.print(""Calibration word 4 = "");
  Serial.print(result4,HEX);
  Serial.print("" ""); 
  Serial.println(result4); 
   //now we do some bitshifting to extract the calibration factors
  //out of the calibration words;
  long c1 = (result1 >> 1) & 0x7FFF;
  long c2 = ((result3 & 0x003F) << 6) | (result4 & 0x003F);
  long c3 = (result4 >> 6) & 0x03FF;
  long c4 = (result3 >> 6) & 0x03FF;
  long c5 = ((result1 & 0x0001) << 10) | ((result2 >> 6) & 0x03FF);
  long c6 = result2 & 0x003F;
  Serial.print(""c1 = "");
  Serial.println(c1);
  Serial.print(""c2 = "");
  Serial.println(c2);
  Serial.print(""c3 = "");
  Serial.println(c3);
  Serial.print(""c4 = "");
  Serial.println(c4);
  Serial.print(""c5 = "");
  Serial.println(c5);
  Serial.print(""c6 = "");
  Serial.println(c6);
  resetsensor(); //resets the sensor
  //Pressure:
  unsigned int presMSB = 0; //first byte of value
  unsigned int presLSB = 0; //last byte of value
  unsigned int D1 = 0;
  SPI.transfer(0x0F); //send first byte of command to get pressure value
  SPI.transfer(0x40); //send second byte of command to get pressure value
  delay(35); //wait for conversion end
  SPI.setDataMode(SPI_MODE1); //change mode in order to listen
  presMSB = SPI.transfer(0x00); //send dummy byte to read first byte of value
  presMSB = presMSB << 8; //shift first byte
  presLSB = SPI.transfer(0x00); //send dummy byte to read second byte of value
  D1 = presMSB | presLSB; //combine first and second byte of value
  Serial.print(""D1 - Pressure raw = "");
  Serial.println(D1);
  resetsensor(); //resets the sensor 
  //Temperature:
  unsigned int tempMSB = 0; //first byte of value
  unsigned int tempLSB = 0; //last byte of value
  unsigned int D2 = 0;
  SPI.transfer(0x0F); //send first byte of command to get temperature value
  SPI.transfer(0x20); //send second byte of command to get temperature value
  delay(35); //wait for conversion end
  SPI.setDataMode(SPI_MODE1); //change mode in order to listen
  tempMSB = SPI.transfer(0x00); //send dummy byte to read first byte of value
  tempMSB = tempMSB << 8; //shift first byte
  tempLSB = SPI.transfer(0x00); //send dummy byte to read second byte of value
  D2 = tempMSB | tempLSB; //combine first and second byte of value
  Serial.print(""D2 - Temperature raw = "");
  Serial.println(D2); //voila!
  //calculation of the real values by means of the calibration factors and the maths
  //in the datasheet. const MUST be long
  const long UT1 = (c5 << 3) + 20224;
  const long dT = D2 - UT1;
  const long TEMP = 200 + ((dT * (c6 + 50)) >> 10);
  const long OFF  = (c2 * 4) + (((c4 - 512) * dT) >> 12);
  const long SENS = c1 + ((c3 * dT) >> 10) + 24576;
  const long X = (SENS * (D1 - 7168) >> 14) - OFF;
  long PCOMP = ((X * 10) >> 5) + 2500;
  float TEMPREAL = TEMP/10;
  float PCOMPHG = PCOMP * 750.06 / 10000; // mbar*10 -> mmHg === ((mbar/10)/1000)*750/0
  Serial.print(""Real Temperature in C = "");
  Serial.println(TEMPREAL);
  Serial.print(""Compensated pressure in mbar = "");
  Serial.println(PCOMP);
  Serial.print(""Compensated pressure in mmHg = "");
  Serial.println(PCOMPHG);
  //2-nd order compensation only for T < 20°C or T > 45°C
   long T2 = 0;
  float P2 = 0;
  if (TEMP < 200)
    {
      T2 = (11 * (c6 + 24) * (200 - TEMP) * (200 - TEMP) ) >> 20;
      P2 = (3 * T2 * (PCOMP - 3500) ) >> 14;
    }
  else if (TEMP > 450)
    {
      T2 = (3 * (c6 + 24) * (450 - TEMP) * (450 - TEMP) ) >> 20;
      P2 = (T2 * (PCOMP - 10000) ) >> 13;   
    }
  if ((TEMP < 200) || (TEMP > 450))
  {
    const float TEMP2 = TEMP - T2;
    const float PCOMP2 = PCOMP - P2;
    float TEMPREAL2 = TEMP2/10;
    float PCOMPHG2 = PCOMP2 * 750.06 / 10000; // mbar*10 -> mmHg === ((mbar/10)/1000)*750/06
    Serial.print(""2-nd Real Temperature in C = "");
    Serial.println(TEMPREAL2);
    Serial.print(""2-nd Compensated pressure in mbar = "");
    Serial.println(PCOMP2);
    Serial.print(""2-nd Compensated pressure in mmHg = "");
    Serial.println(PCOMPHG2);
  } 
  delay(5000);
}
void setup() {
pinMode(7, OUTPUT); // Configure pin 7 as an Output
pinMode(8, OUTPUT); // Configure pin 8 as an Output

digitalWrite(7, HIGH); // Initialize pin 7 as Low
digitalWrite(8, HIGH); // Initialize pin 7 as Low

}
//액추에이터
void loop() {
  // Extend Linear Actuator
  digitalWrite(7, LOW);
  digitalWrite(8, HIGH);

  delay(2000); // 2 seconds
    // Stops Actuator
  digitalWrite(7, HIGH);
  digitalWrite(8, HIGH);

  delay(2000); // 2 seconds
    // Retracts Linear Actuator
  digitalWrite(7, HIGH);
  digitalWrite(8, LOW);

  delay(2000); // 2 seconds

  // Stop Actuator
  digitalWrite(7, HIGH);
  digitalWrite(8, HIGH);

  delay(2000); // 2 seconds
}","수압센서 예제만 구동해서 수압센싱이 제대로 되는지 확인하고액츄에이터 예제만 구동해서 제대로 구동 한 후에두 가지를 합해서 원하는 기능을 구현하면 됩니다.//동작 확인한 코드를 첨부하고어떤 동작을 원하는지를 적으면 합치는 것은 어렵지 않습니다.//핀이 다르므로 연결에 어려움은 없을겁니다.D1이 수압인가요?Serial.print(""D1 - Pressure raw=""); Serial.println(D1);시리얼모니터에 뜨는 수압을 체크해서어느 값이하에서 액츄에이터를 Extend 또는 Retracts 시킬 것인지를 정하고어느 값 이상에서는 반대로 구동 해야겠죠그 중간 값에서는 Stops하면 됩니다.루프문 제일 아래의 딜레이는 액츄에이터 반응 속도를 보면서 딜레이를 줄이든지 늘리든지 하세요추가문의는 https://cafe.naver.com/circuitsmanual#"
412,412,"아두이노, 3d 프린팅, 화학","고등학생입니다. 제 동아리는 아두이노, 3d 프린팅 을 위주로 하는 동아리 입니다. 근데 제 진로는 화학 쪽이라서.. 아두이노, 3d프린팅을 조금이나마 화학과 관련지어서 할 활동은 없을까요ㅠㅠ?","아두이노는 모르겠고 3D프린터는 거기 쓰는 필라멘트가 소재잖어 필라멘트 소재랑 화학이랑 엮던가 아님 3D프린터에 나오는 유해한 화학물질들 조사하든가안녕하세요, 동아리 활동을 하고계시는군요.아두이노를 화학과 관련짓기는 쉽게 생각해보면,아두이노를 활용해서 화학실험을 한다고 생각하면 될거같은데요,예를들어, 가스 검출기/가스 반응기 등을 사용하여 가스를 노출시킨 곳에 반응시킨다던지하는 식으로 말이죠.3D프린팅은 더욱 쉽습니다.3d프린팅 재료 자체가 화학물질이기 때문에, FDM방식을 보면, PLA, ABS, PETG, TPU같은 소재들이 있고,각 재료들의 특성은 화학물질을 배합/추출한 것이라서 그와 관련하여 화학적으로 접근하면 될 것 같습니다.예를 들어, PLA는 옥수수 전분에서 추출한 물질로 이루어져있으므로 생분해성 재료이고, 열에 취약하며(70~90도에서부터 흐물거리기 시작함), 경도가 세고, 탄성이 떨어지는 특성을 띕니다.ABS는 석유에서 추출한 화합물로써, 냄새가 강하고, 약간의 탄성이 있으며, 알코올(아세톤 같은)에 녹는 특성이 있습니다.도움이 되셨다면 채택 부탁드립니다.[3d 프린터]화학 분자 모형 만들기필라멘트(재료)의 화학적 성질과 구조, 결합력 등나오는 유해물질 확인 및 분석 (주로 PAHs 쪽)   PVC의 경우 녹을 정도로 가열하면 꽤 유독하죠 (육종암 생길 수 있는 재질이 PVC)[아두이노]센서를 이용해 특정 물질 검출끓는점 오름, 어는점 내림 확인pH센서를 이용한 중화적정 실험[3d 프린터 + 아두이노]전기영동기 만들기"
413,413,"아두이노, 3d 프린팅, 화학","고등학생입니다. 제 동아리는 아두이노, 3d 프린팅 을 위주로 하는 동아리 입니다. 근데 제 진로는 화학 쪽이라서.. 아두이노, 3d프린팅을 조금이나마 화학과 관련지어서 할 활동은 없을까요ㅠㅠ?","아두이노는 모르겠고 3D프린터는 거기 쓰는 필라멘트가 소재잖어 필라멘트 소재랑 화학이랑 엮던가 아님 3D프린터에 나오는 유해한 화학물질들 조사하든가안녕하세요, 동아리 활동을 하고계시는군요.아두이노를 화학과 관련짓기는 쉽게 생각해보면,아두이노를 활용해서 화학실험을 한다고 생각하면 될거같은데요,예를들어, 가스 검출기/가스 반응기 등을 사용하여 가스를 노출시킨 곳에 반응시킨다던지하는 식으로 말이죠.3D프린팅은 더욱 쉽습니다.3d프린팅 재료 자체가 화학물질이기 때문에, FDM방식을 보면, PLA, ABS, PETG, TPU같은 소재들이 있고,각 재료들의 특성은 화학물질을 배합/추출한 것이라서 그와 관련하여 화학적으로 접근하면 될 것 같습니다.예를 들어, PLA는 옥수수 전분에서 추출한 물질로 이루어져있으므로 생분해성 재료이고, 열에 취약하며(70~90도에서부터 흐물거리기 시작함), 경도가 세고, 탄성이 떨어지는 특성을 띕니다.ABS는 석유에서 추출한 화합물로써, 냄새가 강하고, 약간의 탄성이 있으며, 알코올(아세톤 같은)에 녹는 특성이 있습니다.도움이 되셨다면 채택 부탁드립니다.[3d 프린터]화학 분자 모형 만들기필라멘트(재료)의 화학적 성질과 구조, 결합력 등나오는 유해물질 확인 및 분석 (주로 PAHs 쪽)   PVC의 경우 녹을 정도로 가열하면 꽤 유독하죠 (육종암 생길 수 있는 재질이 PVC)[아두이노]센서를 이용해 특정 물질 검출끓는점 오름, 어는점 내림 확인pH센서를 이용한 중화적정 실험[3d 프린터 + 아두이노]전기영동기 만들기"
414,414,"아두이노, 3d 프린팅, 화학","고등학생입니다. 제 동아리는 아두이노, 3d 프린팅 을 위주로 하는 동아리 입니다. 근데 제 진로는 화학 쪽이라서.. 아두이노, 3d프린팅을 조금이나마 화학과 관련지어서 할 활동은 없을까요ㅠㅠ?","아두이노는 모르겠고 3D프린터는 거기 쓰는 필라멘트가 소재잖어 필라멘트 소재랑 화학이랑 엮던가 아님 3D프린터에 나오는 유해한 화학물질들 조사하든가안녕하세요, 동아리 활동을 하고계시는군요.아두이노를 화학과 관련짓기는 쉽게 생각해보면,아두이노를 활용해서 화학실험을 한다고 생각하면 될거같은데요,예를들어, 가스 검출기/가스 반응기 등을 사용하여 가스를 노출시킨 곳에 반응시킨다던지하는 식으로 말이죠.3D프린팅은 더욱 쉽습니다.3d프린팅 재료 자체가 화학물질이기 때문에, FDM방식을 보면, PLA, ABS, PETG, TPU같은 소재들이 있고,각 재료들의 특성은 화학물질을 배합/추출한 것이라서 그와 관련하여 화학적으로 접근하면 될 것 같습니다.예를 들어, PLA는 옥수수 전분에서 추출한 물질로 이루어져있으므로 생분해성 재료이고, 열에 취약하며(70~90도에서부터 흐물거리기 시작함), 경도가 세고, 탄성이 떨어지는 특성을 띕니다.ABS는 석유에서 추출한 화합물로써, 냄새가 강하고, 약간의 탄성이 있으며, 알코올(아세톤 같은)에 녹는 특성이 있습니다.도움이 되셨다면 채택 부탁드립니다.[3d 프린터]화학 분자 모형 만들기필라멘트(재료)의 화학적 성질과 구조, 결합력 등나오는 유해물질 확인 및 분석 (주로 PAHs 쪽)   PVC의 경우 녹을 정도로 가열하면 꽤 유독하죠 (육종암 생길 수 있는 재질이 PVC)[아두이노]센서를 이용해 특정 물질 검출끓는점 오름, 어는점 내림 확인pH센서를 이용한 중화적정 실험[3d 프린터 + 아두이노]전기영동기 만들기"
415,415,아두이노 에러 질문,"이렇게 뜨는 에러는 어떻게 해결할 수 있나요??
컴파일은 되는데 업로드가 안됩니다",해당 메시지는 업로드에 실패했다는거지다른 오류에 관한 내용이 아닙니다.그러므로 아무런 정보도 얻을 수 없어 알 수 없습니다.업로드 실패면 포트 설정이나 보드설정 같은걸 확인해보세요.
416,416,아두이노 라인트레이서 코드 오류 질문,"안녕하세요 현재 라인트레이서 장애물 회피 code를 작성중인데, 오류는 안뜨는데…. 정상 작동을 하지 않아서요ㅠㅠ 혹시 어떤 부분이 문제인가요,,,,? 회로도 첨부합니다!!
#define IN1 8
#define IN2 9
#define IN3 10
#define IN4 11
#define ULTRASENS_T 7 //초음파센서 트리거 출력핀은 7번
#define ULTRASENS_E 5 //초음파센서 에코 입력핀은 5번

int leftLineSensor = 12; //라인트레이서 왼쪽 센서
int rightLineSensor = 13; //라인트레이서 오른쪽 센서
int ENA = 3; //왼쪽모터
int ENB = 6; //오른쪽모터

void forward(){ //전진: 모터 두개를 모두 정회전 시킴
digitalWrite(IN1, HIGH);
digitalWrite(IN2, LOW);
digitalWrite(IN3, HIGH);
digitalWrite(IN4, LOW);
}
void back(){ //후진: 모터 두개를 모두 역회전 시킴
digitalWrite(IN1, LOW);
digitalWrite(IN2, HIGH);
digitalWrite(IN3, LOW);
digitalWrite(IN4, HIGH);
}
void left(){ //좌회전: 오른쪽 모터만 정회전 시킴
digitalWrite(IN1, LOW);
digitalWrite(IN2, LOW);
digitalWrite(IN3, HIGH);
digitalWrite(IN4, LOW);
}
void right(){ //우회전: 왼쪽 모터만 정회전 시킴
digitalWrite(IN1, HIGH);
digitalWrite(IN2, LOW);
digitalWrite(IN3, LOW);
digitalWrite(IN4, LOW);
}
void stop(){ //정지: 2개의 모터 모두 회전 멈춤
digitalWrite(IN1, LOW);
digitalWrite(IN2, LOW);
digitalWrite(IN3, LOW);
digitalWrite(IN4, LOW);
}

void avd1() { // 회피 1차 동작
analogWrite(3, 90);
analogWrite(6, 45);
}

void avd2() { // 회피 2차 동작
analogWrite(3, 55);
analogWrite(6, 90);
}

void avd3() { // 회피 3차 동작
analogWrite(3, 80);
analogWrite(6, 45);
}



void setup() {
Serial.begin(9600);
pinMode(IN1, OUTPUT); // A 모터 1
pinMode(IN2, OUTPUT); // A 모터 2
pinMode(IN3, OUTPUT); // B 모터 1
pinMode(IN4, OUTPUT); // B 모터 2
pinMode(leftLineSensor, INPUT);
pinMode(rightLineSensor, INPUT);
pinMode(ULTRASENS_T, OUTPUT); // 초음파센서 트리거핀을 출력모드로 설정
pinMode(ULTRASENS_E, INPUT); // 초음파센서 에코핀을 입력모드로 설정
digitalWrite(ULTRASENS_T, LOW); // 초음파센서 트리거핀 LOW로 초기화

}
long howclose() // 초음파 센서 거리측정 함수
{
long duration=0, distance=0; // echo펄스 도달시간 변수와 거리 변수 선언
digitalWrite(ULTRASENS_T, HIGH); //Trig 핀 HIGH로 변경하여 신호 발생
delayMicroseconds(10); // 10us 유지
digitalWrite(ULTRASENS_T, LOW); // Trig 핀 LOW로 초기화
duration = pulseIn(ULTRASENS_E, HIGH); // pulseIn함수가 호출되고 펄스가 입력될 때까지의 시간. us단위로 값을 리턴
distance = duration/29/2; // 센치미터로 환산
Serial.print(distance); // 시리얼모니터에 거리값 출력
Serial.print(""cm""); // 단위 출력
Serial.println(); // 줄바꿈
return distance; // 측정 거리값 리턴
}

void loop() {
long distance = 0;
distance = howclose();
if (distance > 20) {
// 양쪽 센서가 모두 선 '미감지'(반사신호OK) 경우 : 전진
if (!digitalRead(leftLineSensor) && !digitalRead(rightLineSensor)) {
analogWrite(3, 90);
analogWrite(6, 90);
//모터A,B정회전
forward();
// 왼쪽 센서만 '선감지(반사신호X)' 경우 : 좌회전
} else if (!digitalRead(leftLineSensor) && digitalRead(rightLineSensor)) {
left();
// 오른쪽 센서만 '선감지(반사신호X)' 경우 : 우회전
} else if (digitalRead(leftLineSensor) && !digitalRead(rightLineSensor)) {
right();
// 양쪽 센서 모두 '선감지(반사신호X)' 경우 : 정지
} else if (digitalRead(leftLineSensor) && digitalRead(rightLineSensor)) {
stop();
}
}

else if(distance<10){
stop();
}

else {

avd1();
delay(1300);

avd2();
delay(2700);

avd3();
delay(2000);
}

}","초음파는 50~100ms 정도의 딜레이를 줘야지 정확한 거리를 측정 할 수 있습니다.////void avd1(){ analogWrite(3,90); analogWrite(6,45); } // 회피 1차 동작void avd2(){ analogWrite(3,55); analogWrite(6,90); } // 회피 2차 동작void avd3(){ analogWrite(3,80); analogWrite(6,45); } // 회피 3차 동작회피동작은 analogWrite(); 함수만으로 회전을 시키려는 것 같은데요정회전 때에만 가능 하지 않을까요?//만약 라인을 이탈한다면 속도를 더 줗이세요고속일 수록 센서 수가 많아야 하는데 달랑 2개 뿐이라서 라인을 이탈하지 않는 속도로 제어 해야합니다.//회피동작에서의 시간이 아주 긴데요이 동안에 라인을 읽지 않고 있으므로 이 때에도 라인을 이탈하는지 잘 체크하세요"
417,417,아두이노 코딩 질문,"#include <Servo.h>

Servo myservo;
int tr = 2;
int ec = 3;
int button1 = 4;
int button2 = 5;
int button3 = 6;
int A = A5;
int B = A4;
int C = A3;
int D = A2;
int E = A1;
int G = A0;

void setup() {
  Serial.begin(9600); // 시리얼 속도 설정
  pinMode(ec, INPUT); // echopin 입력
  pinMode(tr, OUTPUT); // trigpin 출력
  pinMode(button1, INPUT);
  pinMode(button2, INPUT);
  pinMode(button3, INPUT);
  pinMode(10, OUTPUT);
  pinMode(11, OUTPUT);
  pinMode(A, OUTPUT);
  pinMode(B, OUTPUT);
  pinMode(C, OUTPUT);
  pinMode(D, OUTPUT);
  pinMode(E, OUTPUT);
  pinMode(G, OUTPUT);
  digitalWrite(A, HIGH);
  digitalWrite(B, HIGH);
  digitalWrite(C, HIGH);
  digitalWrite(D, HIGH);
  digitalWrite(E, HIGH);
  digitalWrite(G, HIGH);
}

void loop() {
  long duration, distance; 
while(true) {
  digitalWrite(tr, HIGH); // trigpin에서 초음파 발생
  delayMicroseconds(10);  
  digitalWrite(tr, LOW); 

  duration = pulseIn(ec, HIGH);  
  distance = ((float)(340 * duration) / 10000) / 2; //echopin이 HIGH를 유지한 시간

  digitalWrite(11, HIGH);

  if (digitalRead(button1)==HIGH) {
    digitalWrite(A, HIGH);
    digitalWrite(B, LOW);
    digitalWrite(C, LOW);
    digitalWrite(D, HIGH);
    digitalWrite(E, HIGH);
    digitalWrite(G, HIGH);
    myservo.attach(9);
    myservo.write(90);
    myservo.write(-180);
    digitalWrite(10, LOW);
    digitalWrite(11, HIGH);
    if (distance == 3)  {
      myservo.detach();
      continue;
    }
  }
  if (digitalRead(button2)==HIGH) {
    digitalWrite(A, LOW);
    digitalWrite(B, LOW);
    digitalWrite(C, HIGH);
    digitalWrite(D, LOW);
    digitalWrite(E, LOW);
    digitalWrite(G, LOW);
    myservo.attach(9);
    myservo.write(90);
    myservo.write(180);
    digitalWrite(10, LOW);
    digitalWrite(11, HIGH);
    if (distance == 16)  {
      myservo.detach();
      continue;
    }
  }
  if (digitalRead(button3)==HIGH) {
    digitalWrite(A, LOW);
    digitalWrite(B, LOW);
    digitalWrite(C, LOW);
    digitalWrite(D, LOW);
    digitalWrite(E, HIGH);
    digitalWrite(G, LOW);
    myservo.attach(9);
    myservo.write(90);
    myservo.write(180);
    digitalWrite(10, LOW);
    digitalWrite(11, HIGH);
    if (distance == 25)  {
     myservo.detach();
     continue;
    }
  }

  Serial.print(""Du"");
  Serial.print(duration);
  Serial.print(""\nDistance"");
  Serial.print(distance);
  Serial.print(""mm\n"");
  delay(100);
 }
}

초음파센서를 활용한 엘리베이터를 만들고있는데 일정 거리가 측정되면 서보모터를 멈추게 하고싶은데 detach를 써도 모터가 안멈춥니다 도와주세요 형님들",
418,418,가습기에 물말고 생강차나 마늘차 같은거 넣으면 어떻게 되나요??,"아누이노를 활용해서 친환경 소독 장치를 만드려고 합니다!

가습기 속에 생강 추출물을 넣어서 쏘는 방식으로 하려고 했는데
가습기 원리를 알아보니까 굉장히 위험한 행동이더라고요..ㅠㅠ
폐 속으로 바로 흡수 되어서 진짜 인체에 치명적이라고 하는데

어떤 걸 활용해서 친환경 소독 장치를 만들지 고민 됩니다 ㅠㅠㅠㅠㅠ
뭐라고 쳐야지 추출물을 분사할수있는 아두이노 장치가 나올까요?","물에 뭘 타서 수증기를 뿌리는 것은 아예 생각도 마시길 바랍니다.우리나라에는 가습기에 세월호 보다 더 많은 사망자를 낸 가습기 사고  사연이 있습니다.가습기 살균제 사망사건가습기에 뭔가를 희석시킨다는 발상 자체를 한국인들이면 누구나 거부합니다.순수 H2O외에는 인체에 어떠한 결과를 초래할 지 모르기 때문에 더이상 인간이 마시는공기에 다른 첨가물을 넣는 것은 허용되지 않습니다.순수 물이 가장 친환경일 뿐입니다.더군다나 초음파 가습기에서 나오는 물은 자연 발생적 수증기 입자와도 다릅니다.거의 물방울에 가깝죠. 그래서 최근에는 과거 방식인 가열식 가습기로 바뀌면서물속에 남아 있을지도 모를 세균, 박테리아까지 사멸하려고 수증기에 UVC 자외선조사같은 방식을 추가하고 있습니다.아두이노를 이용한 초음파 소독장치의 범주를 인간이 아닌, 즉 사람이 없을 때만작동되는 화장실 소독기등으로 발상의 전환이 필요합니다.가령 커피향 분사기를 만들어 사람이 없을 때 아두이노가 자동으로 분사하여화장실 냄새를 없애게 한다든가, 곰팡이 세정제를 잠깐 뿌린다든가 하면굉장히 좋은 아두이노 소독장치가 될 수 있을 것입니다."
419,419,아두이노 피에조 코딩,"아두이노 코딩은 배운 경험 없는 학생입니다
학교에서 수행으로 아두이노 코딩 과제를 내주셔서 혼자 찾아보는데 아무래도 기본지식이 부족해서 어려움이 생겨서 질문 드립니다!!

기울기 센서가 기울어졌을 때만 피에조부저에서 사이렌 소리를 출력하게 하고 싶어서 사이렌 소리 내는 코드를 찾아서
입력 받았을 때에 출력하는 코드에다가 이렇게 넣어봤는데
기울어졌는 지에 상관없이 계속 소리가 나더라고요ㅠㅠ

1) if 안에 for을 넣을 수는 없는 건가요?
2) 만약 기울어졌을 때만 사이렌 소리가 나게 하려면 어떻게 코딩을 해야하나요?","아두이노 프로그램을 작성 하시려면 조금은 기본 지식을 익히셔야 됩니다.하지만 시간이 없는 관계로 일단 현재 내가 만든 보드의 상태를 알수 있으면 정말 좋겠죠.그래서 사용하는게 일반적으로 시리얼 모니터입니다.현재 코드에 Setup구문 안에 Serial.begin(9600); 넣으시고 loop()구문 안에 if(digitalRead(7) == LOW)         Serial.println(""기울어짐"");else         Serial.println(""기울어지지 않음"");이 구문을 넣어보세요.그리고 프로그램을 컴파일 한후 메뉴에 보시면 시리얼 모니터라는 것이 있습니다.누르시면 창이 뜨는데 보드를 기울였다 세웠다 할때마다 값이 달라질겁니다.그림의 내용으로 보면 센서가 누워있어 상태를 알수 없어 이런 답변을 드립니다. 상태확인후 기울기 센서 동작여부를 확인하시고 거기에 맞게 프로그램을 만드시면 될듯합니다.참고 하세요loop()함수 제일 아래의 if()문은 필요없으니 삭제하시고요if()문을 중괄호로 묶어주면 됩니다.void loop(){  if(digitalRead(7) == LOW){  형광색으로 칠한 코드  }  // if(digitalRead(7) == HIGH)  // digitalWrite(13,LOW);}"
420,420,아두이노 피에조 코딩,"아두이노 코딩은 배운 경험 없는 학생입니다
학교에서 수행으로 아두이노 코딩 과제를 내주셔서 혼자 찾아보는데 아무래도 기본지식이 부족해서 어려움이 생겨서 질문 드립니다!!

기울기 센서가 기울어졌을 때만 피에조부저에서 사이렌 소리를 출력하게 하고 싶어서 사이렌 소리 내는 코드를 찾아서
입력 받았을 때에 출력하는 코드에다가 이렇게 넣어봤는데
기울어졌는 지에 상관없이 계속 소리가 나더라고요ㅠㅠ

1) if 안에 for을 넣을 수는 없는 건가요?
2) 만약 기울어졌을 때만 사이렌 소리가 나게 하려면 어떻게 코딩을 해야하나요?","아두이노 프로그램을 작성 하시려면 조금은 기본 지식을 익히셔야 됩니다.하지만 시간이 없는 관계로 일단 현재 내가 만든 보드의 상태를 알수 있으면 정말 좋겠죠.그래서 사용하는게 일반적으로 시리얼 모니터입니다.현재 코드에 Setup구문 안에 Serial.begin(9600); 넣으시고 loop()구문 안에 if(digitalRead(7) == LOW)         Serial.println(""기울어짐"");else         Serial.println(""기울어지지 않음"");이 구문을 넣어보세요.그리고 프로그램을 컴파일 한후 메뉴에 보시면 시리얼 모니터라는 것이 있습니다.누르시면 창이 뜨는데 보드를 기울였다 세웠다 할때마다 값이 달라질겁니다.그림의 내용으로 보면 센서가 누워있어 상태를 알수 없어 이런 답변을 드립니다. 상태확인후 기울기 센서 동작여부를 확인하시고 거기에 맞게 프로그램을 만드시면 될듯합니다.참고 하세요loop()함수 제일 아래의 if()문은 필요없으니 삭제하시고요if()문을 중괄호로 묶어주면 됩니다.void loop(){  if(digitalRead(7) == LOW){  형광색으로 칠한 코드  }  // if(digitalRead(7) == HIGH)  // digitalWrite(13,LOW);}"
